"id","title","description","category","price","discountPercentage","rating","stock","brand","sku","weight","warrantyInformation","shippingInformation","availabilityStatus","returnPolicy","minimumOrderQuantity","meta","images","thumbnail","dimensions_width","dimensions_height","dimensions_depth","review_1_rating","review_1_comment","review_1_reviewer","review_2_rating","review_2_comment","review_2_reviewer","review_3_rating","review_3_comment","review_3_reviewer","tags"
"109","Monopod","The Monopod is a versatile camera accessory for stable and adjustable shooting. Perfect for capturing selfies, group photos, and videos with ease.","mobile-accessories","19.99","11.62","2.99","96","TechGear","RDEQ0W2L","9","1 week warranty","Ships in 1 week","In Stock","30 days return policy","10","","","https://cdn.dummyjson.com/products/images/mobile-accessories/Monopod/thumbnail.png","8.42","25.12","29.9","4","Very pleased!","Austin Hudson","4","Excellent quality!","Austin Hudson","4","Fast shipping!","Gabriel Mitchell","electronics, camera accessories"
"110","Selfie Lamp with iPhone","The Selfie Lamp with iPhone is a portable and adjustable LED light designed to enhance your selfies and video calls. Attach it to your iPhone for well-lit photos.","mobile-accessories","14.99","13.86","2.84","89","GadgetMaster","2VZ1ZNMO","7","1 week warranty","Ships in 1 week","In Stock","90 days return policy","4","","","https://cdn.dummyjson.com/products/images/mobile-accessories/Selfie%20Lamp%20with%20iPhone/thumbnail.png","13.38","26.33","22.71","5","Very happy with my purchase!","Hannah Howard","5","Excellent quality!","William Gonzalez","3","Would not buy again!","Amelia Perez","electronics, selfie accessories"
"111","Selfie Stick Monopod","The Selfie Stick Monopod is a extendable and foldable device for capturing the perfect selfie or group photo. Compatible with smartphones and cameras.","mobile-accessories","12.99","15.29","2.93","33","SnapTech","9T6WSF1E","7","3 year warranty","Ships overnight","In Stock","60 days return policy","10","","","https://cdn.dummyjson.com/products/images/mobile-accessories/Selfie%20Stick%20Monopod/thumbnail.png","6.11","27.92","23.63","5","Great product!","Aaron Cook","4","Very happy with my purchase!","Emma Wilson","1","Would not recommend!","Mia Miller","electronics, selfie accessories"
"112","TV Studio Camera Pedestal","The TV Studio Camera Pedestal is a professional-grade camera support system for smooth and precise camera movements in a studio setting. Ideal for broadcast and production.","mobile-accessories","499.99","10.28","4.05","45","ProVision","8K18CNAH","7","6 months warranty","Ships overnight","In Stock","7 days return policy","2","","","https://cdn.dummyjson.com/products/images/mobile-accessories/TV%20Studio%20Camera%20Pedestal/thumbnail.png","29.9","16.66","13.85","5","Very pleased!","Mia Miller","1","Would not recommend!","Harper Kelly","3","Would not buy again!","Lucas Allen","electronics, camera accessories"
"113","Generic Motorcycle","The Generic Motorcycle is a versatile and reliable bike suitable for various riding preferences. With a balanced design, it provides a comfortable and efficient riding experience.","motorcycle","3999.99","2.89","4.85","63","Generic Motors","8MOWO363","9","3 months warranty","Ships in 2 weeks","In Stock","90 days return policy","1","","","https://cdn.dummyjson.com/products/images/motorcycle/Generic%20Motorcycle/thumbnail.png","14.87","16.41","12.98","4","Would buy again!","Mia Rodriguez","5","Fast shipping!","Owen Sullivan","3","Would not buy again!","Nicholas Edwards","motorcycles"
"114","Kawasaki Z800","The Kawasaki Z800 is a powerful and agile sportbike known for its striking design and performance. It's equipped with advanced features, making it a favorite among motorcycle enthusiasts.","motorcycle","8999.99","15.07","4.06","88","Kawasaki","9WBTI8EP","7","1 month warranty","Ships in 1 month","In Stock","No return policy","1","","","https://cdn.dummyjson.com/products/images/motorcycle/Kawasaki%20Z800/thumbnail.png","28.34","11.9","8.19","4","Very satisfied!","Penelope Harper","4","Great product!","Natalie Harris","3","Would not buy again!","Dylan Wells","motorcycles, sportbikes"
"115","MotoGP CI.H1","The MotoGP CI.H1 is a high-performance motorcycle inspired by MotoGP racing technology. It offers cutting-edge features and precision engineering for an exhilarating riding experience.","motorcycle","14999.99","17","4.15","85","MotoGP","0ENL5IX6","9","2 year warranty","Ships in 1 month","In Stock","30 days return policy","1","","","https://cdn.dummyjson.com/products/images/motorcycle/MotoGP%20CI.H1/thumbnail.png","27.4","10.05","5.17","1","Not as described!","Aaliyah Hanson","4","Very pleased!","Jacob Cooper","5","Excellent quality!","Samantha Martinez","motorcycles, sportbikes"
"116","Scooter Motorcycle","The Scooter Motorcycle is a practical and fuel-efficient bike ideal for urban commuting. It features a step-through design and user-friendly controls for easy maneuverability.","motorcycle","2999.99","19.19","3.33","11","ScootMaster","RGF3EX5E","2","3 year warranty","Ships in 1 week","In Stock","60 days return policy","1","","","https://cdn.dummyjson.com/products/images/motorcycle/Scooter%20Motorcycle/thumbnail.png","8.02","10.2","17.22","4","Great product!","Ariana Ross","5","Would buy again!","Eleanor Collins","5","Highly recommended!","Lily Lee","motorcycles, scooters"
"117","Sportbike Motorcycle","The Sportbike Motorcycle is designed for speed and agility, with a sleek and aerodynamic profile. It's suitable for riders looking for a dynamic and thrilling riding experience.","motorcycle","7499.99","18.07","2.97","12","SpeedMaster","MW0SG302","9","Lifetime warranty","Ships in 1 month","In Stock","90 days return policy","1","","","https://cdn.dummyjson.com/products/images/motorcycle/Sportbike%20Motorcycle/thumbnail.png","17.16","15.02","15.03","2","Disappointing product!","Aurora Lawson","3","Very unhappy with my purchase!","Penelope Harper","4","Very pleased!","Lily Lee","motorcycles, sportbikes"
"118","Attitude Super Leaves Hand Soap","Attitude Super Leaves Hand Soap is a natural and nourishing hand soap enriched with the goodness of super leaves. It cleanses and moisturizes your hands, leaving them feeling fresh and soft.","skin-care","8.99","17.42","4.68","98","Attitude","E6U3C701","6","3 months warranty","Ships in 1 month","In Stock","No return policy","32","","","https://cdn.dummyjson.com/products/images/skin-care/Attitude%20Super%20Leaves%20Hand%20Soap/thumbnail.png","9.98","14.56","19.38","2","Would not buy again!","Luke Cooper","4","Fast shipping!","Mason Parker","4","Very happy with my purchase!","Ella Adams","personal care, hand soap"
"119","Olay Ultra Moisture Shea Butter Body Wash","Olay Ultra Moisture Shea Butter Body Wash is a luxurious body wash that hydrates and nourishes your skin with the moisturizing power of shea butter. Enjoy a rich lather and silky-smooth skin.","skin-care","12.99","16.95","4.81","43","Olay","BZCSD4EX","8","1 year warranty","Ships in 1 month","In Stock","No return policy","23","","","https://cdn.dummyjson.com/products/images/skin-care/Olay%20Ultra%20Moisture%20Shea%20Butter%20Body%20Wash/thumbnail.png","8.6","28.86","22.75","3","Disappointing product!","Miles Stevenson","3","Poor quality!","Ethan Thompson","2","Waste of money!","Henry Hill","personal care, body wash"
"120","Vaseline Men Body and Face Lotion","Vaseline Men Body and Face Lotion is a specially formulated lotion designed to provide long-lasting moisture to men's skin. It absorbs quickly and helps keep the skin hydrated and healthy.","skin-care","9.99","11.63","3.97","54","Vaseline","31IK2JUC","10","5 year warranty","Ships in 1 month","In Stock","60 days return policy","48","","","https://cdn.dummyjson.com/products/images/skin-care/Vaseline%20Men%20Body%20and%20Face%20Lotion/thumbnail.png","28.39","25.58","15.49","5","Great product!","Carter Rivera","4","Awesome product!","Jackson Morales","4","Very happy with my purchase!","Grace Green","personal care, body lotion"
"121","iPhone 5s","The iPhone 5s is a classic smartphone known for its compact design and advanced features during its release. While it's an older model, it still provides a reliable user experience.","smartphones","199.99","11.85","3.92","65","Apple","AZ1L68SM","4","1 week warranty","Ships in 1 week","In Stock","No return policy","2","","","https://cdn.dummyjson.com/products/images/smartphones/iPhone%205s/thumbnail.png","8.49","25.34","18.12","4","Highly impressed!","Wyatt Perry","5","Awesome product!","Olivia Anderson","4","Highly recommended!","Mateo Nguyen","smartphones, apple"
"122","iPhone 6","The iPhone 6 is a stylish and capable smartphone with a larger display and improved performance. It introduced new features and design elements, making it a popular choice in its time.","smartphones","299.99","4.54","3.76","99","Apple","ZPXH3X9J","8","3 year warranty","Ships overnight","In Stock","60 days return policy","3","","","https://cdn.dummyjson.com/products/images/smartphones/iPhone%206/thumbnail.png","16.21","22.94","5.63","5","Would buy again!","Nicholas Bailey","5","Great product!","Clara Berry","3","Not as described!","Gavin Stanley","smartphones, apple"
"123","iPhone 13 Pro","The iPhone 13 Pro is a cutting-edge smartphone with a powerful camera system, high-performance chip, and stunning display. It offers advanced features for users who demand top-notch technology.","smartphones","1099.99","18.3","3.42","26","Apple","YGQKHPGK","8","1 year warranty","Ships in 2 weeks","In Stock","7 days return policy","1","","","https://cdn.dummyjson.com/products/images/smartphones/iPhone%2013%20Pro/thumbnail.png","22.39","9.77","19.6","5","Highly impressed!","Aria Roberts","4","Great product!","Ryan Graham","2","Poor quality!","Mason Wright","smartphones, apple"
"124","iPhone X","The iPhone X is a flagship smartphone featuring a bezel-less OLED display, facial recognition technology (Face ID), and impressive performance. It represents a milestone in iPhone design and innovation.","smartphones","899.99","14.19","4.96","99","Apple","9QN3UDUD","10","3 months warranty","Ships in 1 month","In Stock","30 days return policy","2","","","https://cdn.dummyjson.com/products/images/smartphones/iPhone%20X/thumbnail.png","27.86","8.53","17.07","1","Very unhappy with my purchase!","Eleanor Tyler","5","Very satisfied!","Maya Reed","4","Fast shipping!","Elena Baker","smartphones, apple"
"125","Oppo A57","The Oppo A57 is a mid-range smartphone known for its sleek design and capable features. It offers a balance of performance and affordability, making it a popular choice.","smartphones","249.99","12.17","3.1","76","Oppo","J1NO9ULG","3","No warranty","Ships in 1 month","In Stock","30 days return policy","5","","","https://cdn.dummyjson.com/products/images/smartphones/Oppo%20A57/thumbnail.png","29.52","11.25","14.41","2","Not worth the price!","Owen Fisher","4","Fast shipping!","Jack Ward","2","Very dissatisfied!","Nora Mills","smartphones, oppo"
"126","Oppo F19 Pro Plus","The Oppo F19 Pro Plus is a feature-rich smartphone with a focus on camera capabilities. It boasts advanced photography features and a powerful performance for a premium user experience.","smartphones","399.99","15.62","2.57","92","Oppo","H2TTGWXB","2","3 year warranty","Ships in 1-2 business days","In Stock","30 days return policy","5","","","https://cdn.dummyjson.com/products/images/smartphones/Oppo%20F19%20Pro%20Plus/thumbnail.png","20.35","16.4","13.31","4","Would buy again!","Benjamin Foster","5","Very pleased!","Lillian Bishop","3","Would not recommend!","Harper Garcia","smartphones, oppo"
"127","Oppo K1","The Oppo K1 series offers a range of smartphones with various features and specifications. Known for their stylish design and reliable performance, the Oppo K1 series caters to diverse user preferences.","smartphones","299.99","14.58","3.39","61","Oppo","ELZ94HM3","2","2 year warranty","Ships in 2 weeks","In Stock","No return policy","1","","","https://cdn.dummyjson.com/products/images/smartphones/Oppo%20K1/thumbnail.png","21.83","27.83","27.47","2","Would not buy again!","Penelope Harper","4","Very satisfied!","Nathan Reed","5","Very happy with my purchase!","Madison Stewart","smartphones, oppo"
"128","Realme C35","The Realme C35 is a budget-friendly smartphone with a focus on providing essential features for everyday use. It offers a reliable performance and user-friendly experience.","smartphones","149.99","16.47","2.56","81","Realme","25KENV7J","6","Lifetime warranty","Ships in 1 week","In Stock","30 days return policy","1","","","https://cdn.dummyjson.com/products/images/smartphones/Realme%20C35/thumbnail.png","21.74","28.75","22.22","5","Very happy with my purchase!","Ava Harrison","3","Waste of money!","Sophia Brown","5","Great product!","Grace Perry","smartphones, realme"
"129","Realme X","The Realme X is a mid-range smartphone known for its sleek design and impressive display. It offers a good balance of performance and camera capabilities for users seeking a quality device.","smartphones","299.99","2.39","4.42","87","Realme","5E11C5C4","1","1 month warranty","Ships in 3-5 business days","In Stock","7 days return policy","1","","","https://cdn.dummyjson.com/products/images/smartphones/Realme%20X/thumbnail.png","29.32","16.3","24.12","4","Highly recommended!","Benjamin Foster","4","Very satisfied!","Madison Collins","5","Fast shipping!","Emily Johnson","smartphones, realme"
"130","Realme XT","The Realme XT is a feature-rich smartphone with a focus on camera technology. It comes equipped with advanced camera sensors, delivering high-quality photos and videos for photography enthusiasts.","smartphones","349.99","3.03","4.14","53","Realme","GHDMRAP2","4","1 week warranty","Ships in 1 month","In Stock","60 days return policy","5","","","https://cdn.dummyjson.com/products/images/smartphones/Realme%20XT/thumbnail.png","28.82","23.44","6.21","5","Awesome product!","Hannah Howard","1","Would not recommend!","Claire Foster","1","Very dissatisfied!","Nora Russell","smartphones, realme"
"131","Samsung Galaxy S7","The Samsung Galaxy S7 is a flagship smartphone known for its sleek design and advanced features. It features a high-resolution display, powerful camera, and robust performance.","smartphones","299.99","8.83","4.9","55","Samsung","VZF4Z58Z","8","1 month warranty","Ships in 2 weeks","In Stock","No return policy","1","","","https://cdn.dummyjson.com/products/images/smartphones/Samsung%20Galaxy%20S7/thumbnail.png","23.33","27.33","27.02","5","Would buy again!","Jace Smith","4","Would buy again!","Ruby Andrews","5","Great value for money!","Aria Roberts","smartphones, samsung galaxy"
"132","Samsung Galaxy S8","The Samsung Galaxy S8 is a premium smartphone with an Infinity Display, offering a stunning visual experience. It boasts advanced camera capabilities and cutting-edge technology.","smartphones","499.99","2.69","3.69","75","Samsung","GLXQQKBF","6","Lifetime warranty","Ships in 3-5 business days","In Stock","No return policy","1","","","https://cdn.dummyjson.com/products/images/smartphones/Samsung%20Galaxy%20S8/thumbnail.png","6.88","8.96","18.13","2","Very unhappy with my purchase!","Christopher West","5","Very happy with my purchase!","Hazel Evans","4","Very happy with my purchase!","Luna Russell","smartphones, samsung galaxy"
"133","Samsung Galaxy S10","The Samsung Galaxy S10 is a flagship device featuring a dynamic AMOLED display, versatile camera system, and powerful performance. It represents innovation and excellence in smartphone technology.","smartphones","699.99","0.97","2.81","40","Samsung","5GJFL98I","3","1 month warranty","Ships overnight","In Stock","No return policy","1","","","https://cdn.dummyjson.com/products/images/smartphones/Samsung%20Galaxy%20S10/thumbnail.png","28.23","7.35","10.68","4","Great value for money!","Grace Perry","4","Highly impressed!","Elijah Hill","4","Would buy again!","Eleanor Tyler","smartphones, samsung galaxy"
"134","Vivo S1","The Vivo S1 is a stylish and mid-range smartphone offering a blend of design and performance. It features a vibrant display, capable camera system, and reliable functionality.","smartphones","249.99","4.25","2.83","13","Vivo","BG6974E7","1","1 week warranty","Ships overnight","In Stock","7 days return policy","3","","","https://cdn.dummyjson.com/products/images/smartphones/Vivo%20S1/thumbnail.png","28.83","26.69","23.12","5","Very pleased!","Alice Smith","5","Great value for money!","Harper Kelly","5","Great product!","Lillian Simmons","smartphones, vivo"
"135","Vivo V9","The Vivo V9 is a smartphone known for its sleek design and emphasis on capturing high-quality selfies. It features a notch display, dual-camera setup, and a modern design.","smartphones","299.99","14.57","3.1","19","Vivo","N9WFE2WH","5","1 week warranty","Ships overnight","In Stock","No return policy","2","","","https://cdn.dummyjson.com/products/images/smartphones/Vivo%20V9/thumbnail.png","27.29","9.73","14.79","3","Would not recommend!","Elijah Stewart","4","Great product!","Aria Roberts","4","Very happy with my purchase!","Hannah Howard","smartphones, vivo"
"136","Vivo X21","The Vivo X21 is a premium smartphone with a focus on cutting-edge technology. It features an in-display fingerprint sensor, a high-resolution display, and advanced camera capabilities.","smartphones","499.99","7.32","2.75","0","Vivo","KSF00BOC","7","1 week warranty","Ships overnight","Out of Stock","30 days return policy","4","","","https://cdn.dummyjson.com/products/images/smartphones/Vivo%20X21/thumbnail.png","5.72","16.47","27.76","5","Highly recommended!","Logan Lee","5","Highly recommended!","Nolan Gonzalez","4","Fast shipping!","Bella Grant","smartphones, vivo"
"137","American Football","The American Football is a classic ball used in American football games. It is designed for throwing and catching, making it an essential piece of equipment for the sport.","sports-accessories","19.99","10.28","3.78","48","","QLDVAXMJ","9","1 month warranty","Ships in 2 weeks","In Stock","30 days return policy","23","","","https://cdn.dummyjson.com/products/images/sports-accessories/American%20Football/thumbnail.png","9.74","23.16","26.86","4","Excellent quality!","Jaxon Barnes","4","Great product!","Aurora Lawson","4","Awesome product!","Evan Reed","sports equipment, american football"
"138","Baseball Ball","The Baseball Ball is a standard baseball used in baseball games. It features a durable leather cover and is designed for pitching, hitting, and fielding in the game of baseball.","sports-accessories","8.99","13.72","4.76","71","","VXE0FZPJ","6","3 year warranty","Ships overnight","In Stock","No return policy","38","","","https://cdn.dummyjson.com/products/images/sports-accessories/Baseball%20Ball/thumbnail.png","21.26","20.59","18.28","5","Great product!","Henry Adams","2","Waste of money!","Zoe Bennett","4","Would buy again!","Henry Turner","sports equipment, baseball"
"139","Baseball Glove","The Baseball Glove is a protective glove worn by baseball players. It is designed to catch and field the baseball, providing players with comfort and control during the game.","sports-accessories","24.99","16.27","2.72","43","","WOP4GLB6","7","3 year warranty","Ships in 3-5 business days","In Stock","90 days return policy","3","","","https://cdn.dummyjson.com/products/images/sports-accessories/Baseball%20Glove/thumbnail.png","15.64","18.72","26.09","5","Would buy again!","Julian James","5","Very happy with my purchase!","Samantha Martinez","5","Highly impressed!","Layla Sullivan","sports equipment, baseball"
"140","Basketball","The Basketball is a standard ball used in basketball games. It is designed for dribbling, shooting, and passing in the game of basketball, suitable for both indoor and outdoor play.","sports-accessories","14.99","18.05","4.15","100","","EMF68NH8","10","3 months warranty","Ships in 1 month","In Stock","30 days return policy","2","","","https://cdn.dummyjson.com/products/images/sports-accessories/Basketball/thumbnail.png","15.68","23.18","16.25","2","Not worth the price!","Luna Russell","5","Highly impressed!","Asher Scott","4","Awesome product!","Max Russell","sports equipment, basketball"
"141","Basketball Rim","The Basketball Rim is a sturdy hoop and net assembly mounted on a basketball backboard. It provides a target for shooting and scoring in the game of basketball.","sports-accessories","39.99","6.02","4.98","57","","ENEWIQSR","7","Lifetime warranty","Ships in 2 weeks","In Stock","7 days return policy","10","","","https://cdn.dummyjson.com/products/images/sports-accessories/Basketball%20Rim/thumbnail.png","12.95","15.58","15.23","5","Awesome product!","Lily Lee","5","Awesome product!","Avery Carter","4","Very happy with my purchase!","Miles Stevenson","sports equipment, basketball"
"142","Cricket Ball","The Cricket Ball is a hard leather ball used in the sport of cricket. It is bowled and batted in the game, and its hardness and seam contribute to the dynamics of cricket play.","sports-accessories","12.99","12.93","4.43","42","","8F923MI3","4","No warranty","Ships overnight","In Stock","60 days return policy","28","","","https://cdn.dummyjson.com/products/images/sports-accessories/Cricket%20Ball/thumbnail.png","26.97","13.92","26.59","4","Awesome product!","Noah Lewis","1","Would not recommend!","Paisley Bell","4","Very pleased!","Michael Williams","sports equipment, cricket"
"143","Cricket Bat","The Cricket Bat is an essential piece of cricket equipment used by batsmen to hit the cricket ball. It is made of wood and comes in various sizes and designs.","sports-accessories","29.99","9.03","3.07","3","","RK7E32YJ","4","Lifetime warranty","Ships overnight","Low Stock","90 days return policy","7","","","https://cdn.dummyjson.com/products/images/sports-accessories/Cricket%20Bat/thumbnail.png","14.13","25.99","9.02","4","Highly impressed!","Aria Flores","3","Poor quality!","Luna Perez","3","Not as described!","Tristan Scott","sports equipment, cricket"
"144","Cricket Helmet","The Cricket Helmet is a protective headgear worn by cricket players, especially batsmen and wicketkeepers. It provides protection against fast bowling and bouncers.","sports-accessories","44.99","10.75","3.34","31","","00M0YHO1","4","3 year warranty","Ships in 2 weeks","In Stock","No return policy","18","","","https://cdn.dummyjson.com/products/images/sports-accessories/Cricket%20Helmet/thumbnail.png","18.85","16.08","6.2","1","Not worth the price!","Autumn Gomez","5","Great product!","Charlotte Davis","4","Awesome product!","Charlotte Davis","sports equipment, cricket"
"145","Cricket Wicket","The Cricket Wicket is a set of three stumps and two bails, forming a wicket used in the sport of cricket. Batsmen aim to protect the wicket while scoring runs.","sports-accessories","29.99","8.79","4.16","31","","MY2K8E37","2","No warranty","Ships in 1 week","In Stock","7 days return policy","13","","","https://cdn.dummyjson.com/products/images/sports-accessories/Cricket%20Wicket/thumbnail.png","15.56","7.36","6.91","4","Excellent quality!","Daniel Taylor","3","Disappointing product!","Austin Hudson","1","Not as described!","Chloe Morales","sports equipment, cricket"
"146","Feather Shuttlecock","The Feather Shuttlecock is used in the sport of badminton. It features natural feathers and is designed for high-speed play, providing stability and accuracy during matches.","sports-accessories","5.99","10.24","3.95","17","","P2K2L1IZ","7","3 months warranty","Ships in 3-5 business days","In Stock","7 days return policy","35","","","https://cdn.dummyjson.com/products/images/sports-accessories/Feather%20Shuttlecock/thumbnail.png","15.24","28.04","13.49","1","Waste of money!","Mason Parker","5","Awesome product!","Claire Foster","5","Very happy with my purchase!","Owen Sullivan","sports equipment, badminton"
"147","Football","The Football, also known as a soccer ball, is the standard ball used in the sport of football (soccer). It is designed for kicking and passing in the game.","sports-accessories","17.99","0.59","3.94","66","","LJLW0BOI","1","2 year warranty","Ships in 2 weeks","In Stock","7 days return policy","23","","","https://cdn.dummyjson.com/products/images/sports-accessories/Football/thumbnail.png","22.49","7.19","13.42","5","Would buy again!","Levi Hicks","4","Awesome product!","James Garcia","1","Not as described!","Ellie Stewart","sports equipment, football"
"148","Golf Ball","The Golf Ball is a small ball used in the sport of golf. It features dimples on its surface, providing aerodynamic lift and distance when struck by a golf club.","sports-accessories","9.99","19.38","4.84","45","","QAPLNLL0","1","1 month warranty","Ships in 1 week","In Stock","60 days return policy","43","","","https://cdn.dummyjson.com/products/images/sports-accessories/Golf%20Ball/thumbnail.png","11.42","18.98","7.29","5","Very satisfied!","Leo Rivera","5","Great value for money!","Hunter Gordon","4","Great value for money!","Michael Williams","sports equipment, golf"
"149","Iron Golf","The Iron Golf is a type of golf club designed for various golf shots. It features a solid metal head and is used for approach shots, chipping, and other golfing techniques.","sports-accessories","49.99","3.32","4.87","7","","Q5JH7UTR","5","3 months warranty","Ships in 1 month","Low Stock","30 days return policy","13","","","https://cdn.dummyjson.com/products/images/sports-accessories/Iron%20Golf/thumbnail.png","27.3","14.38","23.56","4","Great value for money!","Mateo Bennett","4","Great product!","Hannah Robinson","2","Would not buy again!","Leo Rivera","sports equipment, golf"
"150","Metal Baseball Bat","The Metal Baseball Bat is a durable and lightweight baseball bat made from metal alloys. It is commonly used in baseball games for hitting and batting practice.","sports-accessories","29.99","2.55","4.11","37","","WQ91QZCL","4","1 month warranty","Ships in 3-5 business days","In Stock","7 days return policy","10","","","https://cdn.dummyjson.com/products/images/sports-accessories/Metal%20Baseball%20Bat/thumbnail.png","29.14","10.81","24.92","4","Very pleased!","Mason Pearson","4","Fast shipping!","Logan Torres","4","Excellent quality!","Lillian Simmons","sports equipment, baseball"
"151","Tennis Ball","The Tennis Ball is a standard ball used in the sport of tennis. It is designed for bouncing and hitting with tennis rackets during matches or practice sessions.","sports-accessories","6.99","0.14","4.77","99","","E2QETULP","3","5 year warranty","Ships in 1 week","In Stock","No return policy","34","","","https://cdn.dummyjson.com/products/images/sports-accessories/Tennis%20Ball/thumbnail.png","27.82","27.05","28.32","3","Not worth the price!","Daniel Cook","2","Not as described!","Aaron Cook","2","Not worth the price!","Aurora Rodriguez","sports equipment, tennis"
"152","Tennis Racket","The Tennis Racket is an essential piece of equipment used in the sport of tennis. It features a frame with strings and a grip, allowing players to hit the tennis ball.","sports-accessories","49.99","15.8","3.82","86","","NBRQ6V5N","2","6 months warranty","Ships in 2 weeks","In Stock","30 days return policy","20","","","https://cdn.dummyjson.com/products/images/sports-accessories/Tennis%20Racket/thumbnail.png","14.55","27.86","19.37","3","Disappointing product!","Nova Cooper","5","Very satisfied!","Aurora Lawson","4","Very satisfied!","Eli Ward","sports equipment, tennis"
"153","Volleyball","The Volleyball is a standard ball used in the sport of volleyball. It is designed for passing, setting, and spiking over the net during volleyball matches.","sports-accessories","11.99","2.2","4.08","0","","0WKXK9YE","6","1 year warranty","Ships in 1 month","Out of Stock","7 days return policy","26","","","https://cdn.dummyjson.com/products/images/sports-accessories/Volleyball/thumbnail.png","10.73","17.62","16.97","1","Disappointing product!","Abigail Rivera","4","Highly impressed!","Cameron Perez","5","Very satisfied!","Aria Roberts","sports equipment, volleyball"
"154","Black Sun Glasses","The Black Sun Glasses are a classic and stylish choice, featuring a sleek black frame and tinted lenses. They provide both UV protection and a fashionable look.","sunglasses","29.99","14.22","3.23","100","Fashion Shades","572XJQ54","3","1 year warranty","Ships in 3-5 business days","In Stock","No return policy","18","","","https://cdn.dummyjson.com/products/images/sunglasses/Black%20Sun%20Glasses/thumbnail.png","14.41","22.93","9.36","2","Disappointing product!","Hunter Gordon","4","Fast shipping!","Christopher West","5","Would buy again!","Addison Ward","eyewear, sunglasses"
"155","Classic Sun Glasses","The Classic Sun Glasses offer a timeless design with a neutral frame and UV-protected lenses. These sunglasses are versatile and suitable for various occasions.","sunglasses","24.99","15.67","2.99","100","Fashion Shades","4K0LQT72","9","1 week warranty","Ships in 3-5 business days","In Stock","No return policy","5","","","https://cdn.dummyjson.com/products/images/sunglasses/Classic%20Sun%20Glasses/thumbnail.png","15.27","7.88","7.94","4","Would buy again!","Hazel Evans","1","Disappointing product!","Christian Perez","4","Would buy again!","Aubrey Garcia","eyewear, sunglasses"
"156","Green and Black Glasses","The Green and Black Glasses feature a bold combination of green and black colors, adding a touch of vibrancy to your eyewear collection. They are both stylish and eye-catching.","sunglasses","34.99","10.75","2.84","74","Fashion Shades","6ZLT86N8","9","No warranty","Ships in 3-5 business days","In Stock","7 days return policy","12","","","https://cdn.dummyjson.com/products/images/sunglasses/Green%20and%20Black%20Glasses/thumbnail.png","10.62","22.49","28.91","4","Excellent quality!","Miles Stevenson","4","Very happy with my purchase!","Henry Adams","2","Not as described!","Ava Taylor","eyewear, sunglasses"
"157","Party Glasses","The Party Glasses are designed to add flair to your party outfit. With unique shapes or colorful frames, they're perfect for adding a playful touch to your look during celebrations.","sunglasses","19.99","19.52","3.21","35","Fashion Fun","CBO6BLYV","1","2 year warranty","Ships in 2 weeks","In Stock","90 days return policy","19","","","https://cdn.dummyjson.com/products/images/sunglasses/Party%20Glasses/thumbnail.png","17.04","25.52","12.34","5","Great value for money!","Connor Baker","5","Fast shipping!","Elena Baker","5","Highly recommended!","Grayson Coleman","eyewear, party glasses"
"158","Sunglasses","The Sunglasses offer a classic and simple design with a focus on functionality. These sunglasses provide essential UV protection while maintaining a timeless look.","sunglasses","22.99","4.87","2.58","59","Fashion Shades","FCWURP6V","6","5 year warranty","Ships in 1-2 business days","In Stock","60 days return policy","11","","","https://cdn.dummyjson.com/products/images/sunglasses/Sunglasses/thumbnail.png","8.15","28.81","8.4","4","Awesome product!","Isabella Anderson","5","Very satisfied!","Nathan Dixon","5","Awesome product!","Zoe Nicholson","eyewear, sunglasses"
"159","iPad Mini 2021 Starlight","The iPad Mini 2021 in Starlight is a compact and powerful tablet from Apple. Featuring a stunning Retina display, powerful A-series chip, and a sleek design, it offers a premium tablet experience.","tablets","499.99","19.48","3.87","32","Apple","L5CSWLNS","3","3 months warranty","Ships in 2 weeks","In Stock","No return policy","3","","","https://cdn.dummyjson.com/products/images/tablets/iPad%20Mini%202021%20Starlight/thumbnail.png","24.9","11.83","17.08","2","Disappointing product!","Hazel Evans","4","Great product!","Sophia Jones","5","Great product!","Abigail Rivera","electronics, tablets"
"160","Samsung Galaxy Tab S8 Plus Grey","The Samsung Galaxy Tab S8 Plus in Grey is a high-performance Android tablet by Samsung. With a large AMOLED display, powerful processor, and S Pen support, it's ideal for productivity and entertainment.","tablets","599.99","8.11","3.43","76","Samsung","1SIVLPFN","10","6 months warranty","Ships in 1-2 business days","In Stock","30 days return policy","1","","","https://cdn.dummyjson.com/products/images/tablets/Samsung%20Galaxy%20Tab%20S8%20Plus%20Grey/thumbnail.png","18.5","24.49","10.45","2","Would not buy again!","Jackson Morales","5","Would buy again!","Cameron Perez","5","Fast shipping!","Nova Cooper","electronics, tablets"
"161","Samsung Galaxy Tab White","The Samsung Galaxy Tab in White is a sleek and versatile Android tablet. With a vibrant display, long-lasting battery, and a range of features, it offers a great user experience for various tasks.","tablets","349.99","4.82","3.7","0","Samsung","AKJPAPFO","8","3 months warranty","Ships in 1-2 business days","Out of Stock","60 days return policy","1","","","https://cdn.dummyjson.com/products/images/tablets/Samsung%20Galaxy%20Tab%20White/thumbnail.png","12.42","10.22","23.37","2","Would not recommend!","Lucas Ramirez","4","Fast shipping!","Chloe Roberts","3","Not as described!","Benjamin Foster","electronics, tablets"
